YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in $","PRODUCTION in TONS","YIELD in TONS / ACRE"
1983,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","170,000"," "," "," "," ","1,870,000",11
1983,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","520,000"," "," "," "," ","6,240,000",12
1983,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","169,000"," "," "," "," ","1,859,000",11
1983,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","234,000"," "," "," "," ","2,106,000",9
1983,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","10,000"," "," "," "," ","150,000",15
1984,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","42,000"," "," "," "," ","441,000",10.5
1984,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","5,000"," "," "," "," ","125,000",25
1984,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","4,000"," "," "," "," ","44,000",11
1984,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","190,000"," "," "," "," ","3,990,000",21
1984,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","157,000"," "," "," "," ","3,454,000",22
1984,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"157,000"," "," "," "," ","3,454,000",22
1984,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","54,000"," "," "," "," ","945,000",17.5
1984,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","128,000",16
1984,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","20,000"," "," "," "," ","280,000",14
1984,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","56,000"," "," "," "," ","784,000",14
1984,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","88,000"," "," "," "," ","1,848,000",21
1984,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","220,000"," "," "," "," ","3,080,000",14
1984,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","136,000"," "," "," "," ","2,176,000",16
1984,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","395,000"," "," "," "," ","5,925,000",15
1984,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","170,000"," "," "," "," ","2,635,000",15.5
1984,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","170,000"," "," "," "," ","2,550,000",15
1984,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","11,000"," "," "," "," ","143,000",13
1985,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","30,000"," "," "," "," ","360,000",12
1985,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","7,000"," "," "," "," ","161,000",23
1985,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","4,000"," "," "," "," ","48,000",12
1985,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","225,000"," "," "," "," ","4,950,000",22
1985,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","128,000"," "," "," "," ","2,944,000",23
1985,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"128,000"," "," "," "," ","2,944,000",23
1985,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","56,000"," "," "," "," ","1,008,000",18
1985,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","7,000"," "," "," "," ","105,000",15
1985,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","20,000"," "," "," "," ","290,000",14.5
1985,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","48,000"," "," "," "," ","696,000",14.5
1985,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","93,000"," "," "," "," ","2,000,000",21.5
1985,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","185,000"," "," "," "," ","2,960,000",16
1985,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","125,000"," "," "," "," ","2,000,000",16
1985,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","300,000"," "," "," "," ","4,800,000",16
1985,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","114,000"," "," "," "," ","1,653,000",14.5
1985,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","165,000"," "," "," "," ","2,640,000",16
1985,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","9,000"," "," "," "," ","108,000",12
1986,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","25,000"," "," "," "," ","225,000",9
1986,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","10,000"," "," "," "," ","250,000",25
1986,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","9,000"," "," "," "," ","126,000",14
1986,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","243,000"," "," "," "," ","5,832,000",24
1986,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","95,000"," "," "," "," ","2,090,000",22
1986,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"95,000"," "," "," "," ","2,090,000",22
1986,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","48,000"," "," "," "," ","960,000",20
1986,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","9,000"," "," "," "," ","99,000",11
1986,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","15,000"," "," "," "," ","210,000",14
1986,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","40,000"," "," "," "," ","360,000",9
1986,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","69,000"," "," "," "," ","1,587,000",23
1986,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","160,000"," "," "," "," ","2,560,000",16
1986,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","2,040,000",17
1986,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","200,000"," "," "," "," ","3,400,000",17
1986,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","95,000"," "," "," "," ","1,520,000",16
1986,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","190,000"," "," "," "," ","2,660,000",14
1986,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","10,000"," "," "," "," ","120,000",12
1987,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","22,000"," "," "," "," ","220,000",10
1987,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","184,000",23
1987,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","4,000"," "," "," "," ","40,000",10
1987,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","196,000"," "," "," "," ","5,096,000",26
1987,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","105,000"," "," "," "," ","2,310,000",22
1987,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"105,000"," "," "," "," ","2,310,000",22
1987,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","46,000"," "," "," "," ","828,000",18
1987,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","14,000"," "," "," "," ","126,000",9
1987,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","15,000"," "," "," "," ","218,000",14.5
1987,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","40,000"," "," "," "," ","420,000",10.5
1987,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","48,000"," "," "," "," ","1,056,000",22
1987,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","2,170,000",15.5
1987,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","110,000"," "," "," "," ","1,980,000",18
1987,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","220,000"," "," "," "," ","3,520,000",16
1987,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","100,000"," "," "," "," ","1,500,000",15
1987,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","150,000"," "," "," "," ","2,250,000",15
1987,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","12,000"," "," "," "," ","156,000",13
1988,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","20,000"," "," "," "," ","160,000",8
1988,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","6,000"," "," "," "," ","162,000",27
1988,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","4,000"," "," "," "," ","32,000",8
1988,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","182,000"," "," "," "," ","4,186,000",23
1988,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","105,000"," "," "," "," ","2,415,000",23
1988,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"105,000"," "," "," "," ","2,415,000",23
1988,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","44,000"," "," "," "," ","792,000",18
1988,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","104,000",13
1988,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","12,000"," "," "," "," ","162,000",13.5
1988,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","50,000"," "," "," "," ","425,000",8.5
1988,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","58,000"," "," "," "," ","1,334,000",23
1988,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","260,000"," "," "," "," ","1,950,000",7.5
1988,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","150,000"," "," "," "," ","1,725,000",11.5
1988,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","550,000"," "," "," "," ","4,950,000",9
1988,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","95,000"," "," "," "," ","1,330,000",14
1988,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","160,000"," "," "," "," ","1,680,000",10.5
1988,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","12,000"," "," "," "," ","168,000",14
1989,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","25,000"," "," "," "," ","250,000",10
1989,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","7,000"," "," "," "," ","189,000",27
1989,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","3,000"," "," "," "," ","36,000",12
1989,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","189,000"," "," "," "," ","4,536,000",24
1989,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","115,000"," "," "," "," ","2,530,000",22
1989,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"115,000"," "," "," "," ","2,530,000",22
1989,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","42,000"," "," "," "," ","693,000",16.5
1989,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","6,000"," "," "," "," ","96,000",16
1989,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","22,000"," "," "," "," ","352,000",16
1989,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","40,000"," "," "," "," ","580,000",14.5
1989,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","78,000"," "," "," "," ","1,833,000",23.5
1989,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","1,960,000",14
1989,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","1,980,000",16.5
1989,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","340,000"," "," "," "," ","4,590,000",13.5
1989,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","105,000"," "," "," "," ","1,470,000",14
1989,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","2,240,000",16
1989,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","14,000"," "," "," "," ","224,000",16
1990,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","20,000"," "," "," "," ","200,000",10
1990,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","216,000",27
1990,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","6,000"," "," "," "," ","72,000",12
1990,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","210,000"," "," "," "," ","5,250,000",25
1990,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","117,000"," "," "," "," ","2,633,000",22.5
1990,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"117,000"," "," "," "," ","2,633,000",22.5
1990,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","41,000"," "," "," "," ","779,000",19
1990,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","7,000"," "," "," "," ","112,000",16
1990,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","15,000"," "," "," "," ","263,000",17.5
1990,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","50,000"," "," "," "," ","600,000",12
1990,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","68,000"," "," "," "," ","1,564,000",23
1990,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","130,000"," "," "," "," ","1,820,000",14
1990,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","100,000"," "," "," "," ","1,700,000",17
1990,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","300,000"," "," "," "," ","4,650,000",15.5
1990,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","1,560,000",13
1990,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","2,100,000",15
1990,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","11,000"," "," "," "," ","187,000",17
1991,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","35,000"," "," "," "," ","350,000",10
1991,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","9,000"," "," "," "," ","252,000",28
1991,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","9,000"," "," "," "," ","126,000",14
1991,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","210,000"," "," "," "," ","5,250,000",25
1991,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","2,640,000",22
1991,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"120,000"," "," "," "," ","2,640,000",22
1991,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","39,000"," "," "," "," ","663,000",17
1991,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","5,000"," "," "," "," ","90,000",18
1991,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","15,000"," "," "," "," ","210,000",14
1991,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","40,000"," "," "," "," ","600,000",15
1991,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","60,000"," "," "," "," ","1,380,000",23
1991,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","150,000"," "," "," "," ","1,950,000",13
1991,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","1,560,000",13
1991,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","250,000"," "," "," "," ","3,750,000",15
1991,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","1,820,000",13
1991,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","1,960,000",14
1991,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","96,000",12
1992,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","25,000"," "," "," "," ","325,000",13
1992,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","5,000"," "," "," "," ","125,000",25
1992,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","5,000"," "," "," "," ","70,000",14
1992,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","220,000"," "," "," "," ","5,500,000",25
1992,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","100,000"," "," "," "," ","2,250,000",22.5
1992,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"100,000"," "," "," "," ","2,250,000",22.5
1992,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","38,000"," "," "," "," ","722,000",19
1992,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","152,000",19
1992,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","21,000"," "," "," "," ","336,000",16
1992,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","50,000"," "," "," "," ","800,000",16
1992,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","57,000"," "," "," "," ","1,340,000",23.5
1992,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","130,000"," "," "," "," ","1,950,000",15
1992,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","80,000"," "," "," "," ","1,520,000",19
1992,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","230,000"," "," "," "," ","4,025,000",17.5
1992,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","110,000"," "," "," "," ","1,870,000",17
1992,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","115,000"," "," "," "," ","1,955,000",17
1992,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","10,000"," "," "," "," ","130,000",13
1993,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","25,000"," "," "," "," ","225,000",9
1993,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","9,000"," "," "," "," ","243,000",27
1993,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","5,000"," "," "," "," ","60,000",12
1993,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","225,000"," "," "," "," ","5,625,000",25
1993,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","100,000"," "," "," "," ","2,100,000",21
1993,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"100,000"," "," "," "," ","2,100,000",21
1993,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","39,000"," "," "," "," ","741,000",19
1993,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","4,000"," "," "," "," ","36,000",9
1993,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","21,000"," "," "," "," ","357,000",17
1993,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","35,000"," "," "," "," ","385,000",11
1993,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","77,000"," "," "," "," ","1,733,000",22.5
1993,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","1,440,000",12
1993,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","90,000"," "," "," "," ","1,440,000",16
1993,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","400,000"," "," "," "," ","4,400,000",11
1993,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","130,000"," "," "," "," ","1,690,000",13
1993,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","140,000"," "," "," "," ","2,240,000",16
1993,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","8,000"," "," "," "," ","96,000",12
1994,ALABAMA,01,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","20,000"," "," "," "," ","300,000",15
1994,ARIZONA,04,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","13,000"," "," "," "," ","364,000",28
1994,ARKANSAS,05,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","5,000"," "," "," "," ","55,000",11
1994,CALIFORNIA,06,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","235,000"," "," "," "," ","5,875,000",25
1994,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","97,000"," "," "," "," ","2,037,000",21
1994,COLORADO,08,"  ","   ",YEAR,"CORN, SILAGE",IRRIGATED,"97,000"," "," "," "," ","2,037,000",21
1994,CONNECTICUT,09,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","38,000"," "," "," "," ","684,000",18
1994,DELAWARE,10,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","4,000"," "," "," "," ","76,000",19
1994,FLORIDA,12,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","21,000"," "," "," "," ","336,000",16
1994,GEORGIA,13,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","45,000"," "," "," "," ","720,000",16
1994,IDAHO,16,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","62,000"," "," "," "," ","1,457,000",23.5
1994,ILLINOIS,17,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","125,000"," "," "," "," ","1,875,000",15
1994,INDIANA,18,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","100,000"," "," "," "," ","1,700,000",17
1994,IOWA,19,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","270,000"," "," "," "," ","4,860,000",18
1994,KANSAS,20,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","170,000"," "," "," "," ","2,720,000",16
1994,KENTUCKY,21,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","120,000"," "," "," "," ","2,040,000",17
1994,LOUISIANA,22,"  ","   ",YEAR,"CORN, SILAGE","ALL PRODUCTION PRACTICES","10,000"," "," "," "," ","160,000",16
